Rodrigues 1,Rodrigues 2,Rodrigues 3,position x,position y,position z
-0.0941423985249635,-0.2928278811191944,0.2161607388901082,0.0946584493997304,-0.1112465078873512,0.3485645013287099
-0.075695689479638,-0.3015624917924837,0.3396482843423311,0.1095602054868948,-0.0899476381189071,0.3491218915720262
-0.1285444171719989,-0.274022260814081,-0.0325738017039687,0.0564562078910644,-0.1472028346495951,0.3482607345947149
-0.1449309637786131,-0.2646940054794683,-0.1570309238249495,0.034047179102817,-0.1611564347399897,0.3480245898158511
-0.1613024394306985,-0.2537041685318597,-0.2813607165233848,0.0101084738131867,-0.1723342765753436,0.3480324803908226
-0.3114418278791851,-0.3732419829691453,-0.234225677075785,-0.0174714777031569,-0.0771817775814507,0.3994705177666099
-0.373722040125763,-0.2690992035818878,-0.2059102111386502,0.0418264790951723,-0.0491646275976172,0.3956726595071619
-0.4084897882642967,-0.2176285671532353,-0.4509090784939201,0.0207622132845545,-0.0739773543853323,0.395416396682635
-0.4248464762205444,-0.1919513379624216,-0.5734854153653567,0.0078335302622675,-0.0841736502409473,0.3952246753899503
-0.4496710370936195,-0.294623848884037,-0.641270219254064,-0.1895674716130017,-0.0949333208405652,0.3848522896182574
-0.5139852142705493,-0.3451502859186528,-0.5424366041055764,-0.1738340663395286,-0.0601563663200438,0.4023610627086806
-0.4866901140455626,-0.3763886821094912,-0.4207632248856184,-0.1624653746435131,-0.0734635336848281,0.4019563015920873
-0.4609103758351994,-0.4043670685874395,-0.2993837529571435,-0.1494973389858313,-0.0846749554811194,0.4020884330353244
-0.4320596686514648,-0.4332577151821988,-0.1782991292261377,-0.1352324248985184,-0.0942392928816918,0.4019464736072554
-0.403587615997774,-0.4600722496616038,-0.0567807537471978,-0.1198983055346833,-0.1019684616772104,0.401928302768519
-0.3793543528544281,-0.4263284701548327,-0.1037374638624281,-0.1234366355953333,-0.1412296012441253,0.3782583077333836
-0.3527289358106277,-0.3951047220048107,-0.1504647897488062,-0.1291766964267753,-0.1794921248385179,0.3526297292796214
-0.4035309953575843,-0.4606940891023798,-0.0556608975891372,-0.1271265574494069,-0.1446123504227126,0.3726498099288481
-0.5140449682602519,-0.3600313611495166,-0.0880586762607546,-0.0919086198001435,-0.1138631745298695,0.383315342954181
-0.4897603402349953,-0.3302097524541478,-0.1381220694250009,-0.1003931401429317,-0.1546542337209936,0.3638511411060158
-0.4418293505802966,-0.2692242688044393,-0.2393135346780288,-0.1143572167563268,-0.1870242946307216,0.344020771232836
-0.5056315525574662,-0.1628744314889358,-0.2054333013993535,-0.0596584278148547,-0.1616104006346205,0.3574788412168747
-0.5169533903019065,-0.1312681889341903,-0.3281135185303668,-0.0831623312507573,-0.16104130674921,0.357414737309558
-0.5743129696587911,-0.1510610637515732,-0.3438459170162456,-0.0824634240908506,-0.1291382391716454,0.3736533968888449
-0.6655184578008673,-0.0392977727272368,-0.7195966975595415,-0.1210054852873196,-0.0845486222195985,0.388399439142269
-0.6571229675517337,-0.0810149510293782,-0.5990048368611095,-0.1068544801668971,-0.0904326533374283,0.3884161929633959
-0.6304196609467749,-0.0600661262975327,-0.6535866444756164,-0.1384838253629544,-0.120236392890525,0.3733453907430172
-0.6832017011682907,-0.1035486702949455,-0.5429990093463851,-0.1071455135599929,-0.0982954045291454,0.3884193255755385
-0.7077978827952633,0.0282858319870041,-0.9032810900955148,-0.1492795962051876,-0.0747621267493228,0.3884552041047165
-0.8871689722838483,-0.0419154290027284,-1.3428488659726936,-0.2111620348120699,0.0875992655169896,0.3874859182506756
-0.7366904632593262,-0.0194606395120667,-1.5720188214931523,-0.1903937275725384,0.0914785295988259,0.3964302438672004
-0.5273700406766961,-0.1661295052771199,0.4465937205629756,0.1662116987898263,-0.1747203358332185,0.5094433472650807
0.3366421690625121,-0.4321418924305237,1.3151516699934025,0.1750695864529662,-0.002803363796904,0.3001262155936564
0.5333709575109044,-0.394552481244351,1.5218068564104943,0.2132147172941133,0.0234298324395643,0.2776890046585051
-0.6232392259039241,-0.1092488111362005,-0.908080516987191,-0.024810258386052,-0.0518720694357435,0.3840344263273758
-0.4841771303319882,-0.3125410815388689,-1.872863306884704,-0.3021743521482323,0.0813484711992131,0.3014599160461326
-0.4538656733519917,-0.1811426477972575,-1.1358537229813617,-0.1538848647817052,-0.0916127843181002,0.3504121171686584
-0.541737582676273,-0.2085797505035644,-1.0400335523994857,-0.1169721986875093,-0.059231620323632,0.3721125279796461
-0.4982571912146408,-0.1953034446124306,-1.087468069075841,-0.1534155684567809,-0.0790044189396902,0.3434795822642719
-0.5851556991008752,-0.222119521328659,-0.9910923642203446,-0.1179704341969212,-0.0473549811020104,0.3642012392473719
-0.5636807480661122,-0.2557604059387594,-0.8707982523270034,-0.1086141069935274,-0.0530962648640866,0.3641925031278905
-0.6684349959774328,-0.1573658395884576,-1.1823696071649406,-0.1340264373543604,-0.0237091700210423,0.3569408310726622
-0.6689058254088157,-0.1574223808433146,-1.1819990996540657,-0.1338280863549586,-0.0234920411884174,0.3570846610025788
-0.6276351803746427,-0.2358174636055184,-0.9405597064580694,-0.1569956487938541,-0.0607975875295659,0.3278940816504015
-0.64922610549518,-0.1982354356815762,-1.0606098686815493,-0.1669664462324288,-0.0488245987389931,0.3279282706575442
-0.6444205391149623,-0.2017556916099515,-1.5489619011329887,-0.2593673034679284,0.0328243195760825,0.2947610787077001
-0.649065104966269,-0.198556089036144,-1.0606780220814271,-0.167031627795892,-0.048717180084469,0.3279393042664665
-0.6179536127445533,-0.2390443757768287,-1.428637260978222,-0.2589504610718358,0.0085590115006547,0.2943316495689446
-0.5649768556644189,-0.3084920236491366,-1.1877552256238575,-0.2489558398357818,-0.0389342816800075,0.2938390717860834
-0.61302450186461,-0.3169530685870783,-1.1405010336671204,-0.2496790203225619,-0.0383628980948928,0.2915994942263858
-0.6672066706908047,-0.2432769453793043,-1.37949105473989,-0.2595284300735663,0.0090964931606878,0.292108101774634
-0.6674758882447688,-0.2434446041148494,-1.3794683940847778,-0.259528794861252,0.0091420957160646,0.2920925973659253
-0.7305862434472921,-0.1215745336609401,-1.250131038410568,-0.18382947654821483,-0.021009801490371245,0.3257310074716344
